,resale_price,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,model_year,model,car_age
11555,718000.0,1497.0,Zero Dep,Automatic,120848.0,First Owner,Petrol,117.6,5.0,18.0,Sedan,Bangalore,2017,Honda City,5.0
11556,573000.0,999.0,Third Party,Manual,6200.0,First Owner,Petrol,67.0,5.0,21.74,Hatchback,Bangalore,2021,Renault KWID,2.0
11557,740000.0,1493.0,Third Party insurance,Manual,49678.0,Second Owner,Diesel,100.0,7.0,18.49,SUV,Bangalore,2017,Mahindra TUV,5.0
11558,1345000.0,1199.0,Third Party,Automatic,18570.0,First Owner,Petrol,118.36,5.0,16.35,SUV,Bangalore,2022,Tata Nexon,1.0
11559,555000.0,1197.0,Comprehensive,Manual,35469.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2014,Hyundai Grand,8.0
11560,835000.0,1396.0,Third Party insurance,Manual,30722.0,First Owner,Diesel,88.76,5.0,22.54,Hatchback,Bangalore,2019,Hyundai i20,4.0
11561,695000.0,1199.0,Comprehensive,Automatic,13429.0,First Owner,Petrol,88.7,5.0,18.2,Hatchback,Bangalore,2016,Honda Jazz,7.0
11563,1585000.0,1451.0,Third Party,Automatic,48980.0,First Owner,Petrol,141.0,5.0,13.96,SUV,Bangalore,2020,MG Hector,3.0
11565,285000.0,1197.0,Third Party insurance,Manual,46972.0,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Bangalore,2010,Hyundai i10,13.0
11566,584000.0,1197.0,Comprehensive,Automatic,31391.0,Second Owner,Petrol,83.14,5.0,18.5,Sedan,Bangalore,2016,Maruti Swift,7.0
11567,686000.0,1197.0,Third Party,Automatic,48168.0,First Owner,Petrol,88.5,5.0,22.56,Hatchback,Bangalore,2019,Maruti Swift,4.0
11568,558000.0,1199.0,Zero Dep,Manual,78782.0,First Owner,Petrol,88.7,5.0,18.7,Hatchback,Bangalore,2016,Honda Jazz,7.0
11569,392000.0,1086.0,Comprehensive,Manual,29960.0,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Bangalore,2016,Hyundai i10,6.0
11570,498000.00000000006,1199.0,Third Party insurance,Manual,38272.0,Second Owner,Petrol,84.0,5.0,23.84,Hatchback,Bangalore,2018,Tata Tiago,5.0
11571,463000.0,1197.0,Third Party,Manual,77147.0,Third Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2015,Maruti Swift,8.0
11572,374000.0,999.0,Third Party insurance,Manual,64024.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Bangalore,2017,Renault KWID,6.0
11573,724000.0,1591.0,Comprehensive,Automatic,34108.0,First Owner,Petrol,121.3,5.0,17.01,Sedan,Bangalore,2016,Hyundai Verna,7.0
11574,512000.0,1197.0,Comprehensive,Manual,24700.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2014,Maruti Swift,9.0
11575,408000.0,1197.0,Third Party,Manual,124340.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2014,Hyundai Grand,9.0
11576,393000.0,796.0,Comprehensive,Manual,22112.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Bangalore,2021,Maruti Alto,2.0
11579,1260000.0,998.0,Third Party,Automatic,19047.0,First Owner,Petrol,118.35,5.0,18.15,SUV,Bangalore,2021,Hyundai Venue,2.0
11580,1218000.0,998.0,Comprehensive,Automatic,26901.0,First Owner,Petrol,118.35,5.0,18.15,SUV,Bangalore,2020,Hyundai Venue,3.0
11581,2035000.0000000002,1353.0,Comprehensive,Automatic,3858.0,First Owner,Petrol,138.08,5.0,16.5,SUV,Bangalore,2023,Kia Seltos,0.0
11582,399000.0,1197.0,Comprehensive,Manual,75000.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2014,Hyundai Grand,9.0
11583,275000.0,1197.0,Comprehensive,Manual,66000.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Bangalore,2010,Hyundai i10,13.0
11585,546000.0,998.0,Third Party,Manual,17125.0,Second Owner,Petrol,67.0,5.0,21.63,Hatchback,Bangalore,2018,Maruti Celerio,5.0
11586,488000.0,999.0,Third Party,Automatic,23439.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Bangalore,2019,Renault KWID,4.0
11587,579000.0,1197.0,Comprehensive,Manual,17190.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2018,Hyundai Grand,4.0
11588,509999.99999999994,1197.0,Comprehensive,Automatic,70864.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2015,Hyundai Grand,8.0
11589,283000.0,1197.0,Comprehensive,Manual,54998.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Bangalore,2010,Hyundai i10,13.0
11591,596000.0,1498.0,Comprehensive,Manual,87012.0,Second Owner,Diesel,108.62,5.0,21.66,Sedan,Bangalore,2017,Volkswagen Ameo,6.0
11592,385000.0,1582.0,Third Party insurance,Manual,83667.0,Second Owner,Diesel,126.3,5.0,22.32,Sedan,Bangalore,2011,Hyundai Verna,12.0
11593,350000.0,1493.0,Comprehensive,Manual,65965.0,First Owner,Diesel,100.0,7.0,17.21,SUV,Bangalore,2012,Mahindra Quanto,11.0
11598,775000.0,1199.0,Comprehensive,Automatic,47000.0,First Owner,Petrol,88.7,5.0,18.2,Hatchback,Bangalore,2017,Honda Jazz,6.0
11599,950000.0,1199.0,Comprehensive,Automatic,20739.0,First Owner,Petrol,88.5,5.0,17.1,Hatchback,Bangalore,2021,Honda Jazz,2.0
11600,550000.0,1197.0,Comprehensive,Manual,67245.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2015,Maruti Swift,8.0
11601,521000.0,998.0,Comprehensive,Automatic,42174.0,First Owner,Petrol,67.0,5.0,21.63,Hatchback,Bangalore,2018,Maruti Celerio,5.0
11602,913000.0000000001,1198.0,Third Party insurance,Automatic,77243.0,First Owner,Petrol,108.5,5.0,17.0,SUV,Bangalore,2019,Tata Nexon,3.0
11603,886999.9999999999,1496.0,Comprehensive,Automatic,8828.0,First Owner,Petrol,105.94,5.0,17.8,Sedan,Bangalore,2020,Toyota Yaris,3.0
11604,778000.0,1462.0,Comprehensive,Manual,34761.0,First Owner,Petrol,103.25,5.0,21.56,Sedan,Bangalore,2018,Maruti Ciaz,5.0
11605,381000.0,998.0,Third Party,Manual,48394.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Bangalore,2015,Maruti Wagon,8.0
11606,556000.0,1498.0,Zero Dep,Manual,80155.0,First Owner,Diesel,108.62,5.0,21.66,Sedan,Bangalore,2016,Volkswagen Ameo,7.0
11607,275000.0,796.0,Comprehensive,Manual,79566.0,Second Owner,Petrol,47.33,5.0,22.05,Hatchback,Bangalore,2015,Maruti Alto,8.0
11608,608000.0,1197.0,Comprehensive,Manual,38705.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Bangalore,2017,Maruti Swift,5.0
11609,716000.0,1197.0,Comprehensive,Automatic,71642.0,First Owner,Petrol,103.2,5.0,18.19,Sedan,Bangalore,2016,Volkswagen Vento,7.0
11610,573000.0,1197.0,Comprehensive,Manual,24678.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2018,Hyundai Grand,5.0
11611,642000.0,1197.0,Comprehensive,Manual,77593.0,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Bangalore,2017,Hyundai i20,6.0
11612,75000.0,1150.0,Third Party,Manual,40393.0,First Owner,Petrol,74.9,5.0,15.26,Hatchback,Bangalore,2007,Chevrolet Aveo,16.0
11613,650000.0,1497.0,Comprehensive,Automatic,82998.0,First Owner,Petrol,117.3,5.0,18.0,Sedan,Bangalore,2016,Honda City,7.0
11614,484999.99999999994,1196.0,Comprehensive,Manual,63251.0,First Owner,Petrol,72.41,5.0,16.11,Minivans,Bangalore,2018,Maruti Eeco,4.0
11617,844999.9999999999,1197.0,Comprehensive,Manual,18000.0,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Bangalore,2019,Hyundai i20,4.0
11619,584000.0,1197.0,Comprehensive,Automatic,69846.0,Second Owner,Petrol,81.8,5.0,21.21,Sedan,Bangalore,2017,Maruti Swift,6.0
11620,681000.0,1197.0,Comprehensive,Manual,47296.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2019,Maruti Swift,4.0
11621,1034000.0,1497.0,Zero Dep,Automatic,41462.0,First Owner,Petrol,117.6,5.0,18.0,Sedan,Bangalore,2018,Honda City,5.0
11622,433000.0,1197.0,Comprehensive,Manual,65532.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2016,Hyundai Grand,6.0
11623,958000.0,1497.0,Zero Dep,Manual,25007.0,Second Owner,Petrol,121.36,5.0,17.0,SUV,Bangalore,2019,Ford Ecosport,4.0
11624,454000.0,999.0,Comprehensive,Manual,71306.0,First Owner,Petrol,67.0,5.0,21.74,Hatchback,Bangalore,2021,Renault KWID,2.0
11625,248000.0,796.0,Comprehensive,Manual,59845.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Bangalore,2013,Maruti Alto,10.0
11627,234000.0,998.0,Comprehensive,Manual,41987.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Bangalore,2010,Maruti Alto,12.0
11630,869000.0,1197.0,Comprehensive,Manual,17624.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,2017,Maruti Baleno,5.0
11632,535000.0,1248.0,Comprehensive,Manual,104000.0,Second Owner,Diesel,74.0,5.0,25.2,Hatchback,Bangalore,2014,Maruti Swift,9.0
11634,575000.0,1396.0,Comprehensive,Manual,83000.0,Second Owner,Diesel,88.73,5.0,22.54,Hatchback,Bangalore,2013,Hyundai i20,9.0
11637,286000.0,1197.0,Comprehensive,Manual,81225.0,Second Owner,Petrol,85.8,5.0,18.5,Hatchback,Bangalore,2010,Maruti Ritz,12.0
11638,484999.99999999994,1197.0,Third Party insurance,Manual,31614.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2015,Hyundai Grand,8.0
11639,491000.0,999.0,Zero Dep,Manual,15473.0,Second Owner,Petrol,67.0,5.0,21.74,Hatchback,Bangalore,2021,Renault KWID,2.0
11640,458000.0,1497.0,Comprehensive,Manual,72856.0,First Owner,Petrol,116.4,5.0,16.8,Sedan,Bangalore,2012,Honda City,11.0
11641,382000.0,1197.0,Third Party insurance,Manual,54782.0,First Owner,Petrol,85.8,5.0,18.5,Hatchback,Bangalore,2013,Maruti Ritz,10.0
11642,490000.00000000006,1197.0,Comprehensive,Manual,59296.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2015,Maruti Swift,8.0
11643,980000.0000000001,998.0,Comprehensive,Automatic,40429.0,Second Owner,Petrol,118.36,5.0,20.28,Hatchback,Bangalore,2021,Hyundai i20,2.0
11644,290000.0,998.0,Comprehensive,Manual,69138.0,Second Owner,Petrol,67.1,5.0,18.9,Hatchback,Bangalore,2011,Maruti Wagon,12.0
11645,221000.0,998.0,Comprehensive,Manual,58883.0,Third Owner,Petrol,65.71,5.0,24.39,Hatchback,Bangalore,2011,Maruti Alto,12.0
11646,483000.0,998.0,Zero Dep,Manual,9067.0,Second Owner,Petrol,65.71,5.0,25.24,Hatchback,Bangalore,2019,Maruti Celerio,4.0
11647,644000.0,1197.0,Comprehensive,Automatic,52659.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,2017,Maruti Baleno,6.0
11648,994999.9999999999,1591.0,Comprehensive,Manual,42757.0,Second Owner,Petrol,121.3,5.0,13.0,SUV,Bangalore,2017,Hyundai Creta,6.0
11650,625000.0,1199.0,Comprehensive,Manual,40327.0,Second Owner,Petrol,88.7,5.0,18.7,Hatchback,Bangalore,2016,Honda Jazz,7.0
11651,625000.0,1197.0,Comprehensive,Manual,37000.0,First Owner,Petrol,81.8,5.0,21.21,Hatchback,Bangalore,2019,Maruti Swift,4.0
11652,600000.0,1497.0,Comprehensive,Automatic,71086.0,First Owner,Petrol,117.3,5.0,18.0,Sedan,Bangalore,2014,Honda City,9.0
11653,645000.0,1197.0,Comprehensive,Automatic,20000.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2017,Hyundai Grand,6.0
11655,1295000.0,998.0,Comprehensive,Automatic,18000.0,First Owner,Petrol,118.41,5.0,20.25,Hatchback,Bangalore,2021,Hyundai i20,2.0
11656,894999.9999999999,1197.0,Comprehensive,Automatic,8500.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,2021,Maruti Baleno,2.0
11657,223000.0,998.0,Third Party insurance,Manual,64103.0,Second Owner,Petrol,66.1,5.0,19.0,Hatchback,Bangalore,2010,Maruti A-Star,13.0
11658,484999.99999999994,999.0,Comprehensive,Automatic,42061.0,Second Owner,Petrol,67.0,5.0,22.0,Hatchback,Bangalore,2020,Renault KWID,3.0
11659,236000.0,998.0,Third Party,Manual,69551.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Bangalore,2011,Maruti Alto,12.0
11660,377000.0,814.0,Third Party,Manual,13957.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Bangalore,2018,Hyundai EON,5.0
11661,444000.00000000006,1197.0,Comprehensive,Manual,50510.0,Third Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2015,Hyundai Grand,8.0
11662,349000.0,1086.0,Third Party,Manual,98602.0,Second Owner,Petrol,68.05,5.0,19.81,Hatchback,Bangalore,2016,Hyundai i10,7.0
11663,483000.0,1197.0,Comprehensive,Manual,46988.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2015,Hyundai Grand,8.0
11664,575000.0,1199.0,Comprehensive,Automatic,60223.0,Second Owner,Petrol,88.7,5.0,19.0,Hatchback,Bangalore,2016,Honda Jazz,7.0
11665,730000.0,1199.0,Comprehensive,Automatic,30197.0,First Owner,Petrol,88.76,5.0,19.0,Sedan,Bangalore,2018,Honda Amaze,5.0
11666,575000.0,1199.0,Comprehensive,Automatic,25000.0,Fourth Owner,Petrol,88.7,5.0,19.0,Hatchback,Bangalore,2016,Honda Jazz,7.0
11667,700000.0,1461.0,Comprehensive,Manual,112521.0,First Owner,Diesel,108.45,5.0,19.01,SUV,Bangalore,2016,Renault Duster,7.0
11669,795000.0,1248.0,Comprehensive,Manual,58946.0,First Owner,Diesel,88.5,5.0,23.65,SUV,Bangalore,2016,Maruti SX4,7.0
11671,975000.0,1498.0,Comprehensive,Manual,90000.0,First Owner,Diesel,98.96,5.0,23.0,SUV,Bangalore,2018,Ford Ecosport,5.0
11673,693000.0,1197.0,Comprehensive,Automatic,15466.0,First Owner,Petrol,88.5,5.0,22.56,Hatchback,Bangalore,2018,Maruti Swift,5.0
11674,520000.0,1197.0,Comprehensive,Manual,91087.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2015,Maruti Swift,8.0
11675,559000.0,1197.0,Comprehensive,Manual,35250.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2015,Maruti Swift,8.0
11676,335000.0,999.0,Comprehensive,Manual,85458.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Bangalore,2018,Renault KWID,5.0
11677,877000.0,998.0,Third Party insurance,Automatic,117010.0,First Owner,Petrol,118.35,5.0,18.15,SUV,Bangalore,2019,Hyundai Venue,4.0
11678,767000.0,1197.0,Zero Dep,Manual,40560.0,First Owner,Petrol,81.86,5.0,18.6,Hatchback,Bangalore,2020,Hyundai i20,3.0
11679,581000.0,999.0,Third Party insurance,Automatic,14191.0,First Owner,Petrol,67.0,5.0,22.0,Hatchback,Bangalore,2021,Renault KWID,2.0
11680,703000.0,1373.0,Third Party insurance,Manual,72136.0,Second Owner,Petrol,91.1,5.0,20.73,Sedan,Bangalore,2016,Maruti Ciaz,7.0
11681,515000.00000000006,1197.0,Comprehensive,Manual,61102.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2013,Maruti Swift,10.0
11682,681000.0,1197.0,Comprehensive,Manual,69310.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,2016,Maruti Baleno,7.0
11683,770000.0,1197.0,Third Party insurance,Automatic,48079.0,Second Owner,Petrol,103.2,5.0,18.19,Sedan,Bangalore,2016,Volkswagen Vento,6.0
11684,770000.0,1591.0,Comprehensive,Manual,36000.0,First Owner,Petrol,121.3,5.0,17.7,Sedan,Bangalore,2017,Hyundai Verna,6.0
11685,799000.0,1197.0,Comprehensive,Manual,48891.0,Second Owner,Petrol,81.86,5.0,18.6,Hatchback,Bangalore,2018,Hyundai i20,5.0
11686,765000.0,1199.0,Comprehensive,Automatic,50413.0,Second Owner,Petrol,88.7,5.0,18.2,Hatchback,Bangalore,2019,Honda Jazz,4.0
11687,725000.0,1197.0,Third Party insurance,Manual,19065.0,First Owner,Petrol,81.8,5.0,22.0,Hatchback,Bangalore,2018,Maruti Swift,5.0
11688,699000.0,1373.0,Third Party insurance,Manual,49248.0,First Owner,Petrol,93.7,7.0,16.02,MUV,Bangalore,2014,Maruti Ertiga,9.0
11689,1499000.0,1493.0,Third Party,Automatic,37354.0,First Owner,Diesel,113.42,5.0,17.8,SUV,Bangalore,2020,Kia Seltos,3.0
11690,696000.0,1197.0,Third Party,Manual,26676.0,First Owner,Petrol,81.8,5.0,22.0,Hatchback,Bangalore,2018,Maruti Swift,5.0
11691,899000.0,1496.0,Third Party insurance,Automatic,46429.0,Second Owner,Petrol,105.5,5.0,17.8,Sedan,Bangalore,2018,Toyota Yaris,5.0
11692,925000.0,1197.0,Third Party insurance,Manual,57202.0,First Owner,Petrol,108.62,5.0,16.82,SUV,Bangalore,2019,Mahindra XUV300,4.0
11693,321000.0,998.0,Comprehensive,Manual,46720.0,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Bangalore,2015,Maruti Alto,8.0
11694,497000.0,998.0,Comprehensive,Manual,63618.0,First Owner,Petrol,67.05,5.0,21.63,Hatchback,Bangalore,2018,Maruti Celerio,5.0
11696,897000.0000000001,1496.0,Comprehensive,Automatic,11877.0,First Owner,Petrol,105.94,5.0,17.8,Sedan,Bangalore,2019,Toyota Yaris,4.0
11697,890000.0,1591.0,Zero Dep,Manual,71570.0,Second Owner,Petrol,121.3,5.0,15.29,SUV,Bangalore,2017,Hyundai Creta,5.0
11698,476999.99999999994,998.0,Third Party insurance,Automatic,89329.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Bangalore,2017,Maruti Celerio,6.0
11699,372000.0,998.0,Zero Dep,Manual,45756.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Bangalore,2018,Maruti Alto,5.0
11700,655000.0,1199.0,Comprehensive,Automatic,79575.0,First Owner,Petrol,88.7,5.0,19.0,Hatchback,Bangalore,2017,Honda Jazz,6.0
11701,1556000.0,1493.0,Zero Dep,Manual,47344.0,First Owner,Diesel,113.43,5.0,20.8,SUV,Bangalore,2021,Kia Seltos,2.0
11702,556000.0,1198.0,Third Party insurance,Manual,59897.0,First Owner,Petrol,73.75,5.0,17.0,Sedan,Bangalore,2017,Volkswagen Ameo,6.0
11706,844999.9999999999,1248.0,Comprehensive,Manual,89000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Bangalore,2016,Maruti Vitara,7.0
11708,921000.0000000001,1498.0,Third Party insurance,Manual,30000.0,Second Owner,Diesel,93.87,5.0,26.82,Sedan,Mumbai,2019,Maruti Ciaz,4.0
11709,377000.0,1198.0,Third Party,Manual,86877.0,First Owner,Petrol,86.7,5.0,18.0,Sedan,Mumbai,2014,Honda Amaze,8.0
11712,231999.99999999997,998.0,Comprehensive,Manual,64173.0,Second Owner,Petrol,67.1,5.0,18.9,Hatchback,Mumbai,2012,Maruti Wagon,11.0
11713,1061000.0,1591.0,Zero Dep,Automatic,18863.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Mumbai,2016,Hyundai Creta,6.0
11714,857000.0,1591.0,Third Party,Manual,25217.0,First Owner,Petrol,121.3,5.0,15.29,SUV,Mumbai,2017,Hyundai Creta,6.0
11715,515000.00000000006,1497.0,Third Party,Manual,71000.0,First Owner,Petrol,117.3,7.0,17.3,MUV,Mumbai,2015,Honda Mobilio,8.0
11716,601000.0,1499.0,Third Party,Automatic,20137.0,Second Owner,Petrol,110.4,5.0,15.63,SUV,Mumbai,2016,Ford Ecosport,7.0
11721,650000.0,1461.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,108.45,5.0,19.01,SUV,Mumbai,2015,Renault Duster,8.0
11722,395000.0,1199.0,Third Party insurance,Manual,90000.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Mumbai,2017,Tata Tiago,6.0
11723,605000.0,999.0,Third Party insurance,Automatic,30000.0,First Owner,Petrol,67.0,5.0,22.0,Hatchback,Mumbai,2022,Renault KWID,1.0
11725,565000.0,1197.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2017,Hyundai i20,6.0
11726,739000.0,1199.0,Comprehensive,Automatic,26973.0,First Owner,Petrol,88.76,5.0,19.0,Sedan,Mumbai,2019,Honda Amaze,4.0
11727,588000.0,1197.0,Third Party insurance,Automatic,44223.0,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Mumbai,2018,Hyundai Grand,5.0
11728,450000.0,1498.0,Third Party,Manual,95389.0,Second Owner,Diesel,98.6,5.0,26.0,Sedan,Mumbai,2014,Honda City,9.0
11729,650000.0,1248.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,88.5,7.0,24.52,MUV,Mumbai,2016,Maruti Ertiga,7.0
11730,1212000.0,1197.0,Zero Dep,Automatic,21041.0,First Owner,Petrol,108.62,5.0,16.5,SUV,Mumbai,2021,Mahindra XUV300,2.0
11731,700000.0,1197.0,Comprehensive,Manual,6824.0,Second Owner,Petrol,81.86,5.0,18.6,Hatchback,Mumbai,2019,Hyundai i20,4.0
11732,503000.0,1197.0,Comprehensive,Manual,25559.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Mumbai,2016,Maruti Swift,7.0
11734,712000.0,1497.0,Zero Dep,Manual,48661.0,First Owner,Petrol,117.3,5.0,17.8,Sedan,Mumbai,2017,Honda City,6.0
11735,350000.0,1496.0,Third Party,Manual,92278.0,First Owner,Petrol,88.73,5.0,16.78,Sedan,Mumbai,2013,Toyota Etios,10.0
11737,795000.0,1591.0,Comprehensive,Manual,59999.0,First Owner,Petrol,121.3,5.0,15.29,SUV,Mumbai,2016,Hyundai Creta,7.0
11738,550000.0,1197.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,81.8,5.0,20.52,Hatchback,Mumbai,2021,Maruti Wagon,2.0
11739,750000.0,1497.0,Third Party insurance,Manual,100000.0,First Owner,Diesel,108.5,5.0,21.5,SUV,Mumbai,2019,Tata Nexon,4.0
11742,838000.0000000001,1197.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,81.86,5.0,17.52,SUV,Mumbai,2022,Hyundai Venue,1.0
11744,649000.0,1497.0,Zero Dep,Manual,36486.0,Second Owner,Petrol,117.3,5.0,17.8,Sedan,Mumbai,2017,Honda City,6.0
11745,573000.0,1497.0,Third Party insurance,Manual,43070.0,Second Owner,Petrol,117.3,5.0,17.4,Sedan,Mumbai,2015,Honda City,8.0
11746,621000.0,1461.0,Comprehensive,Manual,109000.0,First Owner,Diesel,108.45,5.0,19.6,SUV,Mumbai,2016,Renault Duster,7.0
11747,689000.0,1197.0,Third Party,Manual,78582.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Mumbai,2021,Maruti Swift,2.0
11748,588000.0,1497.0,Third Party insurance,Manual,104034.0,First Owner,Petrol,117.3,7.0,15.4,SUV,Mumbai,2017,Honda BR-V,6.0
11749,654000.0,1497.0,Third Party insurance,Automatic,114892.0,First Owner,Petrol,117.3,5.0,18.0,Sedan,Mumbai,2015,Honda City,8.0
11752,1019999.9999999999,1248.0,Third Party insurance,Automatic,60000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Mumbai,2019,Maruti Vitara,4.0
11753,450000.0,1197.0,Third Party insurance,Manual,30000.0,Second Owner,Petrol,81.8,5.0,20.89,Hatchback,Mumbai,2017,Maruti Ignis,6.0
11754,699000.0,999.0,Third Party,Manual,4899.0,First Owner,Petrol,71.01,7.0,20.0,MUV,Mumbai,2022,Renault Triber,1.0
11755,204999.99999999997,1086.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,68.05,5.0,19.81,Hatchback,Mumbai,2011,Hyundai i10,12.0
11756,925000.0,1462.0,Third Party insurance,Manual,100000.0,First Owner,Petrol,103.26,7.0,19.01,MUV,Mumbai,2020,Maruti Ertiga,3.0
11757,387000.0,998.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Mumbai,2017,Maruti Celerio,6.0
11758,986999.9999999999,1591.0,Comprehensive,Automatic,65597.0,First Owner,Petrol,121.3,5.0,13.0,SUV,Mumbai,2016,Hyundai Creta,7.0
11759,930000.0000000001,1396.0,Comprehensive,Manual,59964.0,First Owner,Diesel,88.7,5.0,21.38,SUV,Mumbai,2017,Hyundai Creta,6.0
11761,561000.0,1373.0,Zero Dep,Manual,63847.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Mumbai,2016,Maruti Ciaz,7.0
11763,545000.0,1197.0,Third Party,Manual,10022.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Mumbai,2018,Hyundai Grand,5.0
11764,535000.0,1591.0,Third Party insurance,Manual,47526.0,Second Owner,Petrol,121.3,5.0,17.01,Sedan,Mumbai,2015,Hyundai Verna,8.0
11765,734000.0,1493.0,Comprehensive,Manual,48676.0,First Owner,Diesel,100.0,7.0,18.49,SUV,Mumbai,2017,Mahindra TUV,6.0
11766,498000.00000000006,998.0,Zero Dep,Manual,5632.0,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Mumbai,2022,Maruti S-Presso,1.0
11767,170000.0,936.0,Third Party insurance,Manual,30000.0,Second Owner,Diesel,56.3,5.0,25.44,Hatchback,Mumbai,2014,Chevrolet Beat,9.0
11768,760000.0,1197.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,81.86,5.0,17.19,Hatchback,Mumbai,2018,Hyundai i20,5.0
11769,330000.0,1197.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,82.85,5.0,18.5,Hatchback,Mumbai,2012,Hyundai i20,11.0
11771,160000.0,1197.0,Third Party insurance,Manual,70000.0,Fifth Owner,Petrol,85.8,5.0,17.5,Sedan,Mumbai,2009,Maruti Swift,14.0
11774,501000.0,1197.0,Comprehensive,Manual,61636.0,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Mumbai,2016,Hyundai i20,7.0
11775,429000.0,1496.0,Comprehensive,Manual,62741.0,Second Owner,Petrol,88.73,5.0,16.78,Sedan,Mumbai,2015,Toyota Etios,8.0
11777,509000.0,1373.0,Third Party,Manual,85560.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Mumbai,2015,Maruti Ciaz,8.0
11778,374000.0,999.0,Comprehensive,Automatic,58284.0,Second Owner,Petrol,67.0,5.0,23.01,Hatchback,Mumbai,2018,Renault KWID,4.0
11779,913000.0000000001,1582.0,Third Party insurance,Manual,26833.0,Second Owner,Diesel,126.2,5.0,20.5,SUV,Mumbai,2018,Hyundai Creta,5.0
11780,359000.0,1197.0,Comprehensive,Manual,48463.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Mumbai,2013,Hyundai Grand,10.0
11781,520000.0,1373.0,Comprehensive,Manual,77739.0,Second Owner,Petrol,91.1,5.0,20.73,Sedan,Mumbai,2015,Maruti Ciaz,8.0
